variety_name,crop_full,registrant,year,detail_url
VICTORY F1,Sweet pepper (Capsicum annuum),Kibo Seeds Company Ltd,2021,https://www.tosci.go.tz/seed-varieties/victory-f1
VILLANI F1,Tomato (Solanum lycopersicum),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/villani-f1
Viri,Wheat (Triticum aestivum.L),ARI Selian,1983,https://www.tosci.go.tz/seed-varieties/viri
VL-642 F1,Tomato (Solanum lycopersicum),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/vl-642-f1
Voyager,Round Potato (Solanum tuberosum),Silverlands Ndolela Limited,2022,https://www.tosci.go.tz/seed-varieties/voyager
Vuli -I,Cow pea (Vigna unguiculata (L.) Walp.),ARI Ilonga,1984,https://www.tosci.go.tz/seed-varieties/vuli-i
Vuli-2,Cow pea (Vigna unguiculata (L.) Walp.),ARI Ilonga,2003,https://www.tosci.go.tz/seed-varieties/vuli-2
Vuli-3,Cow pea (Vigna unguiculata (L.) Walp.),ARI-Ilonga,2014,https://www.tosci.go.tz/seed-varieties/vuli-3
Vuli-4,Cow pea (Vigna unguiculata (L.) Walp.),ARI-Ilonga,2014,https://www.tosci.go.tz/seed-varieties/vuli-4
VULI-5AR,Cow pea (Vigna unguiculata (L.) Walp.),ARI-Ilonga,2012,https://www.tosci.go.tz/seed-varieties/vuli-5ar
VULI-6AR,Cow pea (Vigna unguiculata (L.) Walp.),ARI-Ilonga,2012,https://www.tosci.go.tz/seed-varieties/vuli-6ar
Vumba,Sorghum (Sorghum bicolor (L.),Klein Karoo Seed Marketing Zimbabwe,2019,https://www.tosci.go.tz/seed-varieties/vumba
Vumilia,Sweet potatoes (Ipomea batatas  L.),ARI Ukiriguru,2000,https://www.tosci.go.tz/seed-varieties/vumilia
VUMILIA H1,Maize (Zea mays L.),ARI Selian,2007,https://www.tosci.go.tz/seed-varieties/vumilia-h1
VUMILIA K1,Maize (Zea mays L.),ARI Selian,2007,https://www.tosci.go.tz/seed-varieties/vumilia-k1
W 119 IS F1,Watermelon  (Citrullus lanatus    ),INDAF SEED&TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/w-119-is-f1
W 120 IS F1,Watermelon  (Citrullus lanatus    ),INDAF SEED&TECHNOLOGY,2021,https://www.tosci.go.tz/seed-varieties/w-120-is-f1
WAB450-12-2BLB-DV4,Paddy (Oryza sativa),KATRIN,2009,https://www.tosci.go.tz/seed-varieties/wab450-12-2blb-dv4
Wahi,Sorghum (Sorghum bicolor (L.),ARI Ilonga,2002,https://www.tosci.go.tz/seed-varieties/wahi
WALTHAM BUTTERNUT,Squash ( Cucurbita Maxima ),EASEED (T) LTD/SEEDCO TZ,2021,https://www.tosci.go.tz/seed-varieties/waltham-butternut
Wanja,Bean (Phaseolus vulgaris L.),ARI Uyole,2002,https://www.tosci.go.tz/seed-varieties/wanja
WARIDI,Cabbage (Brassica oleracea var. capitata  ),KIBO SEEDS Co. Ltd.,2021,https://www.tosci.go.tz/seed-varieties/waridi
WE 3102,Maize (Zea mays L.),ARI-Ilonga,2014,https://www.tosci.go.tz/seed-varieties/we-3102
WE 3117,Maize (Zea mays L.),ARI-Ilonga,2014,https://www.tosci.go.tz/seed-varieties/we-3117
WE 5135,Maize (Zea mays L.),TARI Ilonga,2019,https://www.tosci.go.tz/seed-varieties/we-5135
WE 5141,Maize (Zea mays L.),TARI Ilonga,2019,https://www.tosci.go.tz/seed-varieties/we-5141
WE 7118,Maize (Zea mays L.),TARI Ilonga,2019,https://www.tosci.go.tz/seed-varieties/we-7118
WE 7133,Maize (Zea mays L.),TARI Ilonga,2019,https://www.tosci.go.tz/seed-varieties/we-7133
WE2109,Maize (Zea mays L.),Tanzania Commisson for Science and Technology (COSTECH),2013,https://www.tosci.go.tz/seed-varieties/we2109
WE2112,Maize (Zea mays L.),Tanzania Commisson for Science and Technology (COSTECH),2013,https://www.tosci.go.tz/seed-varieties/we2112
WE3113,Maize (Zea mays L.),ARI-Ilonga,2014,https://www.tosci.go.tz/seed-varieties/we3113
WE4102,Maize (Zea mays L.),ARI Ilonga,2016,https://www.tosci.go.tz/seed-varieties/we4102
WE4106,Maize (Zea mays L.),ARI Ilonga,2016,https://www.tosci.go.tz/seed-varieties/we4106
WE4110,Maize (Zea mays L.),ARI Ilonga,2016,https://www.tosci.go.tz/seed-varieties/we4110
WE4112,Maize (Zea mays L.),ARI Ilonga,2016,https://www.tosci.go.tz/seed-varieties/we4112
WE4114,Maize (Zea mays L.),ARI Ilonga,2016,https://www.tosci.go.tz/seed-varieties/we4114
WE4115,Maize (Zea mays L.),ARI Ilonga,2016,https://www.tosci.go.tz/seed-varieties/we4115
WH 403,Maize (Zea mays L.),Western Seed Co. Ltd,2007,https://www.tosci.go.tz/seed-varieties/wh-403
WH 502,Maize (Zea mays L.),Western Seed Co. Ltd,2007,https://www.tosci.go.tz/seed-varieties/wh-502
WH 505,Maize (Zea mays L.),Western Seed Co. Ltd,2007,https://www.tosci.go.tz/seed-varieties/wh-505
WH509,Maize (Zea mays L.),WESTERN SEED COMPANY,2022,https://www.tosci.go.tz/seed-varieties/wh509
WH605,Maize (Zea mays L.),WESTERN SEED COMPANY,2022,https://www.tosci.go.tz/seed-varieties/wh605
WIFI NYEGERA,Maharage,TANZANIA AGRICULTURAL RESEARCH INSTITUTE,2025,https://www.tosci.go.tz/seed-varieties/wifi-nyegera
XAMAN F1,Tomato (Solanum lycopersicum),MONSANTO TZ LTD,2022,https://www.tosci.go.tz/seed-varieties/xaman-f1
YASH,Watermelon  (Citrullus lanatus    ),MONSANTO TZ LTD,2022,https://www.tosci.go.tz/seed-varieties/yash
YOLO WONDER,Sweet pepper (Capsicum annuum),Pop Vriend (T) Ltd,2021,https://www.tosci.go.tz/seed-varieties/yolo-wonder
YUNNAN 85,Tobacco (Nicotiana tabacum L.),TORITA,2022,https://www.tosci.go.tz/seed-varieties/yunnan-85
ZARA F1,Tomato (Solanum lycopersicum),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/zara-f1
Zawadi 94,Sesame (Sesamum indicum L.),ARI Naliendele,1994,https://www.tosci.go.tz/seed-varieties/zawadi-94-2
ZAWADI F1,Watermelon  (Citrullus lanatus    ),KIBO SEEDS Co. Ltd.,2021,https://www.tosci.go.tz/seed-varieties/zawadi-f1
ZEBRA F1,Watermelon  (Citrullus lanatus    ),BALTON TANZANIA LTD,2021,https://www.tosci.go.tz/seed-varieties/zebra-f1
Ziada 94,Sesame (Sesamum indicum L.),ARI Naliendele,1994,https://www.tosci.go.tz/seed-varieties/ziada-94-2
Zinia,Ornamental Flower (Zinnia elegans),MULTIFLOWER,2023,https://www.tosci.go.tz/seed-varieties/zinia
ZIYA F1,Tomato,ACSEN AGRISCIENCE (TZ) P LTD,2025,https://www.tosci.go.tz/seed-varieties/ziya-f1
ZMS 402,Maize (Zea mays L.),Bajuta International (T) Ltd,2012,https://www.tosci.go.tz/seed-varieties/zms-402
ZMS 405,Maize (Zea mays L.),Zambia Seed Company Ltd,2020,https://www.tosci.go.tz/seed-varieties/zms-405
ZMS 520,Maize (Zea mays L.),Zambia Seed Company Ltd,2023,https://www.tosci.go.tz/seed-varieties/zms-520
ZMS 528,Maize (Zea mays L.),Zambia Seed Company Ltd,2020,https://www.tosci.go.tz/seed-varieties/zms-528
ZMS 606,Maize (Zea mays L.),Bajuta International (T) Ltd,2012,https://www.tosci.go.tz/seed-varieties/zms-606
ZMS 623,MAHINDI,Zambia Seed Co. Ltd,2025,https://www.tosci.go.tz/seed-varieties/zms-623
ZMS 638,Maize (Zea mays L.),Zambia Seed Company Ltd,2020,https://www.tosci.go.tz/seed-varieties/zms-638
ZMS 702,Maize (Zea mays L.),Zambia Seed Company Ltd,2023,https://www.tosci.go.tz/seed-varieties/zms-702
ZMS 720,Maize (Zea mays L.),Zambia Seed Company Ltd,2020,https://www.tosci.go.tz/seed-varieties/zms-720
ZMS 721,MAHINDI,Zambia Seed Co. Ltd,2025,https://www.tosci.go.tz/seed-varieties/zms-721
ZR8643,Maize (Zea mays L.),Bayer EA Ltd,2024,https://www.tosci.go.tz/seed-varieties/zr8643
